source,artifact_type,identifier,path,url,retrieved_at,record_count,sha256,notes
td_newsroom,news_html,2021-02-23_2fr-e-p-e-a-t-media-advisory-td-bank-group-to-release-fi,data/raw/news/2021-02-23_2fr-e-p-e-a-t-media-advisory-td-bank-group-to-release-fi.html,https://stories.td.com/ca/en/news/2021-02-23--2fr-e-p-e-a-t----media-advisory---td-bank-group-to-release-fi,2026-04-18T02:04:50+00:00,,dd9a913a5147be4ece0af33ecbbbd1e933500fc6a4d715be4abf8d4cc7a25697,FY2021Q2; /R E P E A T -- Media Advisory - TD Bank Group to release first quarter financia
td_newsroom,news_json,2021-02-23_2fr-e-p-e-a-t-media-advisory-td-bank-group-to-release-fi,data/raw/news/2021-02-23_2fr-e-p-e-a-t-media-advisory-td-bank-group-to-release-fi.json,https://stories.td.com/ca/en/news/2021-02-23--2fr-e-p-e-a-t----media-advisory---td-bank-group-to-release-fi,2026-04-18T02:04:50+00:00,17.0,e13377529c78cc7f97a80d513c46c57c12aba080d606750f3be167e9ed9e46a6,parsed headline + body
td_newsroom,news_html,2021-02-24_td-bank-group-joins-rmi-as-a-strategic-partner-of-the-center,data/raw/news/2021-02-24_td-bank-group-joins-rmi-as-a-strategic-partner-of-the-center.html,https://stories.td.com/ca/en/news/2021-02-24-td-bank-group-joins-rmi-as-a-strategic-partner-of-the-center,2026-04-18T02:04:51+00:00,,070a394963a296738e1bc6e6d4953a1fa2e21141f7cd93c35b9c71b611916c8e,FY2021Q2; TD Bank Group Joins RMI as a Strategic Partner of the Center for Climate-Aligned
td_newsroom,news_json,2021-02-24_td-bank-group-joins-rmi-as-a-strategic-partner-of-the-center,data/raw/news/2021-02-24_td-bank-group-joins-rmi-as-a-strategic-partner-of-the-center.json,https://stories.td.com/ca/en/news/2021-02-24-td-bank-group-joins-rmi-as-a-strategic-partner-of-the-center,2026-04-18T02:04:51+00:00,31.0,e490b1ee95d49335f42e23f2219e2a30178224dca056f1d9b8310e42f401ff88,parsed headline + body
td_newsroom,news_html,2021-02-25_td-asset-management-inc-announces-risk-rating-changes,data/raw/news/2021-02-25_td-asset-management-inc-announces-risk-rating-changes.html,https://stories.td.com/ca/en/news/2021-02-25-td-asset-management-inc.-announces-risk-rating-changes,2026-04-18T02:04:51+00:00,,303b636c651a1bef77910fceb5dda8a238273ebd46dfb514edf9c05c7c188240,FY2021Q2; TD Asset Management Inc. Announces Risk Rating Changes
td_newsroom,news_json,2021-02-25_td-asset-management-inc-announces-risk-rating-changes,data/raw/news/2021-02-25_td-asset-management-inc-announces-risk-rating-changes.json,https://stories.td.com/ca/en/news/2021-02-25-td-asset-management-inc.-announces-risk-rating-changes,2026-04-18T02:04:51+00:00,19.0,aace436c67d6ef5205970d2a3e74def3280da9a8045563911ddadc50e48d464d,parsed headline + body
td_newsroom,news_html,2021-02-25_td-asset-management-inc-announces-management-fee-reductions,data/raw/news/2021-02-25_td-asset-management-inc-announces-management-fee-reductions.html,https://stories.td.com/ca/en/news/2021-02-25-td-asset-management-inc.-announces-management-fee-reductions,2026-04-18T02:04:52+00:00,,f3e8c15463a23f17faa027c29a06ad94266fc7ac3f8f23c8d5ced189a8a48851,FY2021Q2; TD Asset Management Inc. announces management fee reductions on six of its broad
td_newsroom,news_json,2021-02-25_td-asset-management-inc-announces-management-fee-reductions,data/raw/news/2021-02-25_td-asset-management-inc-announces-management-fee-reductions.json,https://stories.td.com/ca/en/news/2021-02-25-td-asset-management-inc.-announces-management-fee-reductions,2026-04-18T02:04:52+00:00,83.0,4cac8e370967a7b23724f89a7b35050b13e497ca88d7a811a4ea8e920f0ee4b9,parsed headline + body
td_newsroom,news_html,2021-02-25_td-bank-group-declares-dividends,data/raw/news/2021-02-25_td-bank-group-declares-dividends.html,https://stories.td.com/ca/en/news/2021-02-25-td-bank-group-declares-dividends,2026-04-18T02:04:52+00:00,,3cc98bbe00658d17d618181007520e8d079672758f8c3e80db6817477c8e1b30,FY2021Q2; TD Bank Group Declares Dividends
td_newsroom,news_json,2021-02-25_td-bank-group-declares-dividends,data/raw/news/2021-02-25_td-bank-group-declares-dividends.json,https://stories.td.com/ca/en/news/2021-02-25-td-bank-group-declares-dividends,2026-04-18T02:04:52+00:00,47.0,f5ce62b959e7c717b5e1c9484dd443179d07a89829d2e218bc7980637093cf69,parsed headline + body
td_newsroom,news_html,2021-02-25_td-bank-group-reports-first-quarter-2021-results,data/raw/news/2021-02-25_td-bank-group-reports-first-quarter-2021-results.html,https://stories.td.com/ca/en/news/2021-02-25-td-bank-group-reports-first-quarter-2021-results,2026-04-18T02:04:53+00:00,,34e19fae654a27d68de27eb998c7a575f1fdee7b265e68eac441e83944ad13b7,FY2021Q2; TD Bank Group Reports First Quarter 2021 Results
td_newsroom,news_json,2021-02-25_td-bank-group-reports-first-quarter-2021-results,data/raw/news/2021-02-25_td-bank-group-reports-first-quarter-2021-results.json,https://stories.td.com/ca/en/news/2021-02-25-td-bank-group-reports-first-quarter-2021-results,2026-04-18T02:04:53+00:00,2391.0,a928cef32215d20b5ac6b007caaa240d611d46f5f7833d012c7f8411f7c51df8,parsed headline + body
td_newsroom,news_html,2021-03-02_td-bank-group-management-proxy-circular-now-available,data/raw/news/2021-03-02_td-bank-group-management-proxy-circular-now-available.html,https://stories.td.com/ca/en/news/2021-03-02-td-bank-group-management-proxy-circular-now-available,2026-04-18T02:04:54+00:00,,982f35ffd0722f896d6833d7224e45adba9121d0b96fd8bc480abcee2e96bad6,FY2021Q2; TD Bank Group Management Proxy Circular Now Available
td_newsroom,news_json,2021-03-02_td-bank-group-management-proxy-circular-now-available,data/raw/news/2021-03-02_td-bank-group-management-proxy-circular-now-available.json,https://stories.td.com/ca/en/news/2021-03-02-td-bank-group-management-proxy-circular-now-available,2026-04-18T02:04:54+00:00,15.0,82ab45615171380e163de457dbb35ff93b42ac4239c701eea3ae6b619b82a062,parsed headline + body
td_newsroom,news_html,2021-03-04_more-than-half-of-canadians-polled-feel-vulnerable-to-financ,data/raw/news/2021-03-04_more-than-half-of-canadians-polled-feel-vulnerable-to-financ.html,https://stories.td.com/ca/en/news/2021-03-04-more-than-half-of-canadians-polled-feel-vulnerable-to-financ,2026-04-18T02:04:55+00:00,,cd2f746c0460ec55c1d0ef91a3a947ccd6419ae883f167fda8f421cde612f4f6,"FY2021Q2; More than half of Canadians polled feel vulnerable to financial fraud, TD Bank s"
td_newsroom,news_json,2021-03-04_more-than-half-of-canadians-polled-feel-vulnerable-to-financ,data/raw/news/2021-03-04_more-than-half-of-canadians-polled-feel-vulnerable-to-financ.json,https://stories.td.com/ca/en/news/2021-03-04-more-than-half-of-canadians-polled-feel-vulnerable-to-financ,2026-04-18T02:04:55+00:00,59.0,b096c0b95769e0cf860ac6aa876c480541ae374e0ada2cf7e96cf2f40c31cd82,parsed headline + body
td_newsroom,news_html,2021-03-05_td-releases-2020-environmental-2c-social-and-governance-report,data/raw/news/2021-03-05_td-releases-2020-environmental-2c-social-and-governance-report.html,https://stories.td.com/ca/en/news/2021-03-05-td-releases-2020-environmental-2c-social-and-governance-report,2026-04-18T02:04:55+00:00,,8cfb0bd906ad4b85d1e8ceb8b5563697e0f77ae2871ab5a89990098787e14247,"FY2021Q2; TD Releases 2020 Environmental, Social and Governance Report and TD Ready Commit"
td_newsroom,news_json,2021-03-05_td-releases-2020-environmental-2c-social-and-governance-report,data/raw/news/2021-03-05_td-releases-2020-environmental-2c-social-and-governance-report.json,https://stories.td.com/ca/en/news/2021-03-05-td-releases-2020-environmental-2c-social-and-governance-report,2026-04-18T02:04:55+00:00,41.0,8e55e88828a94a7cb6c7634c3e0c998deb64765ef4d6b7613899d3b354e5d3af,parsed headline + body
td_newsroom,news_html,2021-03-10_td-asset-management-inc-announces-an-additional-notional-td,data/raw/news/2021-03-10_td-asset-management-inc-announces-an-additional-notional-td.html,https://stories.td.com/ca/en/news/2021-03-10-td-asset-management-inc.-announces-an-additional-notional-td,2026-04-18T02:04:56+00:00,,fc4ed63ee556c59e7600862a5da6ba02c3e2e3476c06392f9934a4aed72c396e,FY2021Q2; TD Asset Management Inc. Announces an additional Notional TD ETF Distribution an
td_newsroom,news_json,2021-03-10_td-asset-management-inc-announces-an-additional-notional-td,data/raw/news/2021-03-10_td-asset-management-inc-announces-an-additional-notional-td.json,https://stories.td.com/ca/en/news/2021-03-10-td-asset-management-inc.-announces-an-additional-notional-td,2026-04-18T02:04:56+00:00,43.0,03acf211446f7501e5c5cf039095381b4c1963406ea12cd7ea2263babb1ce983,parsed headline + body
td_newsroom,news_html,2021-03-17_media-advisory-td-bank-group-executive-to-present-at-the-n,data/raw/news/2021-03-17_media-advisory-td-bank-group-executive-to-present-at-the-n.html,https://stories.td.com/ca/en/news/2021-03-17-media-advisory---td-bank-group-executive-to-present-at-the-n,2026-04-18T02:04:57+00:00,,6b771d497a44dc975eb2fc6a3c2bdbf1f357af6166af8e0fcbed09d24a5ac0e2,FY2021Q2; Media Advisory - TD Bank Group Executive to Present at the National Bank Financi
